address,date,time,SMS Type,Amount (BHD),Merchant,Transaction Category,body
NBK Bahrain,07-10-25,8:14:27 PM,Purchase,1.242,RED BOX COMPANY,General,Thank you for using credit card 4285XXX2529 for BHD 1.242 at RED BOX COMPANY on 07/10/2025 20:14. Available balance: BHD 757.845. For enquiry 17155555.
NBK Bahrain,07-10-25,10:53:45 PM,Purchase,1.886,CORTADO CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 1.886 at CORTADO CAFE on 07/10/2025 22:53. Available balance: BHD 755.959. For enquiry 17155555.
NBK Bahrain,08-10-25,6:10:20 AM,Purchase,18.959,CINEMABH,General,Thank you for using credit card 4285XXX2529 for BHD 18.959 at CINEMABH on 08/10/2025 06:10. Available balance: BHD 737.000. For enquiry 17155555.
NBK Bahrain,08-10-25,9:36:59 AM,Purchase,8.98,ROAST WLL,General,Thank you for using credit card 4285XXX2529 for BHD 8.980 at ROAST WLL on 08/10/2025 09:36. Available balance: BHD 728.020. For enquiry 17155555.
NBK Bahrain,08-10-25,5:10:20 PM,OTP,,,,Your OTP for Login to Mobile Banking is 708250. It is valid for 5 Minutes.
NBK Bahrain,09-10-25,12:16:28 AM,Purchase,8.043,I POINT,General,Thank you for using credit card 4285XXX2529 for BHD 8.043 at I POINT on 09/10/2025 00:16. Available balance: BHD 719.977. For enquiry 17155555.
NBK Bahrain,09-10-25,12:48:27 PM,Purchase,1.112,ANIMALS CARE CLINC,General,Thank you for using credit card 4285XXX2529 for BHD 1.112 at ANIMALS CARE CLINC on 09/10/2025 12:48. Available balance: BHD 718.865. For enquiry 17155555.
NBK Bahrain,09-10-25,12:57:59 PM,Purchase,8.001,OSLO CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 8.001 at OSLO CAFE on 09/10/2025 12:57. Available balance: BHD 710.864. For enquiry 17155555.
NBK Bahrain,09-10-25,5:22:33 PM,OTP,,,,Your OTP for Login to Mobile Banking is 103533. It is valid for 5 Minutes.
NBK Bahrain,10-10-25,7:14:45 AM,OTP,,,,Your OTP for Login to Mobile Banking is 566320. It is valid for 5 Minutes.
NBK Bahrain,10-10-25,1:54:18 PM,OTP,,,,Your OTP for Login to Mobile Banking is 601876. It is valid for 5 Minutes.
NBK Bahrain,10-10-25,4:46:47 PM,Purchase,7.411,EPIX CINEMAS W.L.L,General,Thank you for using credit card 4285XXX2529 for BHD 7.411 at EPIX CINEMAS W.L.L on 10/10/2025 16:46. Available balance: BHD 703.453. For enquiry 17155555.
NBK Bahrain,11-10-25,1:23:35 AM,OTP,,,,Your OTP for Login to Mobile Banking is 764785. It is valid for 5 Minutes.
NBK Bahrain,11-10-25,4:07:01 AM,Purchase,32.107,WWW.OFFGAMERS.COM,General,Thank you for using credit card 4285XXX2529 for BHD 32.107 at WWW.OFFGAMERS.COM on 11/10/2025 04:07. Available balance: BHD 671.346. For enquiry 17155555.
NBK Bahrain,11-10-25,5:44:01 AM,Purchase,23.616,OAK - RIFFA,General,Thank you for using credit card 4285XXX2529 for BHD 23.616 at OAK - RIFFA on 11/10/2025 05:44. Available balance: BHD 647.730. For enquiry 17155555.
NBK Bahrain,11-10-25,9:52:58 AM,Purchase,0.638,BAHRAIN DUTY FREE,General,Thank you for using credit card 4285XXX2529 for BHD 0.638 at BAHRAIN DUTY FREE on 11/10/2025 09:52. Available balance: BHD 647.092. For enquiry 17155555.
NBK Bahrain,12-10-25,3:39:04 AM,Purchase,6.314,SELFRIDGES LONDON,General,Thank you for using credit card 4285XXX2529 for BHD 6.314 at SELFRIDGES LONDON on 12/10/2025 03:39. Available balance: BHD 640.778. For enquiry 17155555.
NBK Bahrain,12-10-25,4:34:59 AM,Purchase,17.127,TAP*Amakin Main,General,Thank you for using credit card 4285XXX2529 for BHD 17.127 at TAP*Amakin Main on 12/10/2025 04:34. Available balance: BHD 623.651. For enquiry 17155555.
NBK Bahrain,12-10-25,7:03:04 AM,Purchase,12.812,ALNOUKHADA RESTAUR,General,Thank you for using credit card 4285XXX2529 for BHD 12.812 at ALNOUKHADA RESTAUR on 12/10/2025 07:03. Available balance: BHD 610.839. For enquiry 17155555.
NBK Bahrain,12-10-25,12:56:41 PM,Purchase,1.522,UNIVERSITY PHARMAC,General,Thank you for using credit card 4285XXX2529 for BHD 1.522 at UNIVERSITY PHARMAC on 12/10/2025 12:56. Available balance: BHD 609.317. For enquiry 17155555.
NBK Bahrain,12-10-25,1:20:31 PM,OTP,,,,Your OTP for Login to Mobile Banking is 362587. It is valid for 5 Minutes.
NBK Bahrain,12-10-25,11:34:21 PM,Purchase,67.87,Cars,General,Thank you for using credit card 4285XXX2529 for BHD 67.870 at Cars on 12/10/2025 23:34. Available balance: BHD 541.447. For enquiry 17155555.
NBK Bahrain,13-10-25,11:34:12 AM,Purchase,2.648,TALABAT.COM,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 2.648 at TALABAT.COM on 13/10/2025 11:34. Available balance: BHD 538.799. For enquiry 17155555.
NBK Bahrain,13-10-25,5:54:14 PM,Purchase,3.606,MIDWAY SUPERMARKET,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 3.606 at MIDWAY SUPERMARKET on 13/10/2025 17:54. Available balance: BHD 535.193. For enquiry 17155555.
NBK Bahrain,14-10-25,2:07:37 AM,Purchase,8.791,I POINT,General,Thank you for using credit card 4285XXX2529 for BHD 8.791 at I POINT on 14/10/2025 02:07. Available balance: BHD 526.402. For enquiry 17155555.
NBK Bahrain,14-10-25,10:50:01 AM,OTP,,,,Your OTP for Login to Mobile Banking is 948082. It is valid for 5 Minutes.
NBK Bahrain,15-10-25,1:10:14 AM,Purchase,2.098,I POINT,General,Thank you for using credit card 4285XXX2529 for BHD 2.098 at I POINT on 15/10/2025 01:10. Available balance: BHD 524.304. For enquiry 17155555.
NBK Bahrain,15-10-25,9:20:23 AM,Purchase,5.724,DAY 2 DAY SN,General,Thank you for using credit card 4285XXX2529 for BHD 5.724 at DAY 2 DAY SN on 15/10/2025 09:20. Available balance: BHD 518.580. For enquiry 17155555.
NBK Bahrain,15-10-25,11:45:36 AM,Purchase,12.606,THE ISLAMIC CENTER,General,Thank you for using credit card 4285XXX2529 for BHD 12.606 at THE ISLAMIC CENTER on 15/10/2025 11:45. Available balance: BHD 505.974. For enquiry 17155555.
NBK Bahrain,16-10-25,1:53:07 AM,Purchase,5.562,ARSAN GENTS TAILOR,General,Thank you for using credit card 4285XXX2529 for BHD 5.562 at ARSAN GENTS TAILOR on 16/10/2025 01:53. Available balance: BHD 500.412. For enquiry 17155555.
NBK Bahrain,16-10-25,4:37:41 AM,Purchase,4.034,TROLLEY MARKET - A,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 4.034 at TROLLEY MARKET - A on 16/10/2025 04:37. Available balance: BHD 496.378. For enquiry 17155555.
NBK Bahrain,16-10-25,6:47:26 PM,Purchase,4.436,LULU BAHRAIN HYPER,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 4.436 at LULU BAHRAIN HYPER on 16/10/2025 18:47. Available balance: BHD 491.942. For enquiry 17155555.
NBK Bahrain,16-10-25,8:16:45 PM,OTP,,,,Your OTP for Login to Mobile Banking is 520948. It is valid for 5 Minutes.
NBK Bahrain,17-10-25,9:33:08 AM,Purchase,14.899,Naseef Restaurant,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 14.899 at Naseef Restaurant on 17/10/2025 09:33. Available balance: BHD 477.043. For enquiry 17155555.
NBK Bahrain,17-10-25,8:55:08 PM,Purchase,0.813,BAPCO TAZWEED,General,Thank you for using credit card 4285XXX2529 for BHD 0.813 at BAPCO TAZWEED on 17/10/2025 20:55. Available balance: BHD 476.230. For enquiry 17155555.
NBK Bahrain,18-10-25,7:20:54 AM,Purchase,30.738,OLYMPIA,General,Thank you for using credit card 4285XXX2529 for BHD 30.738 at OLYMPIA on 18/10/2025 07:20. Available balance: BHD 445.492. For enquiry 17155555.
NBK Bahrain,18-10-25,2:05:47 PM,Purchase,1.493,Amazon AE Seller,General,Thank you for using credit card 4285XXX2529 for BHD 1.493 at Amazon AE Seller on 18/10/2025 14:05. Available balance: BHD 443.999. For enquiry 17155555.
NBK Bahrain,18-10-25,5:24:44 PM,Purchase,6.08,DR JAMAL AL ZEERA,General,Thank you for using credit card 4285XXX2529 for BHD 6.080 at DR JAMAL AL ZEERA on 18/10/2025 17:24. Available balance: BHD 437.919. For enquiry 17155555.
NBK Bahrain,19-10-25,12:30:23 AM,Purchase,7.678,CHWEIHA CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 7.678 at CHWEIHA CAFE on 19/10/2025 00:30. Available balance: BHD 430.241. For enquiry 17155555.
NBK Bahrain,19-10-25,3:33:37 PM,Purchase,21.473,ALJAZIRA S/MARKET-,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 21.473 at ALJAZIRA S/MARKET- on 19/10/2025 15:33. Available balance: BHD 408.768. For enquiry 17155555.
NBK Bahrain,20-10-25,7:29:36 AM,OTP,,,,Your OTP for Login to Mobile Banking is 298379. It is valid for 5 Minutes.
NBK Bahrain,21-10-25,3:17:28 AM,Purchase,21.418,CENTRE POINT,General,Thank you for using credit card 4285XXX2529 for BHD 21.418 at CENTRE POINT on 21/10/2025 03:17. Available balance: BHD 387.350. For enquiry 17155555.
NBK Bahrain,21-10-25,7:45:00 AM,Purchase,20.624,H & M,General,Thank you for using credit card 4285XXX2529 for BHD 20.624 at H & M on 21/10/2025 07:45. Available balance: BHD 366.726. For enquiry 17155555.
NBK Bahrain,21-10-25,8:43:55 AM,Purchase,2.854,SOHO MIDDLE EAST W,General,Thank you for using credit card 4285XXX2529 for BHD 2.854 at SOHO MIDDLE EAST W on 21/10/2025 08:43. Available balance: BHD 363.872. For enquiry 17155555.
NBK Bahrain,21-10-25,8:59:49 AM,Purchase,19.02,PAYPAL *STEAM GAME,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 19.020 at PAYPAL *STEAM GAME on 21/10/2025 08:59. Available balance: BHD 344.852. For enquiry 17155555.
NBK Bahrain,21-10-25,12:57:47 PM,OTP,,,,Your OTP for Login to Mobile Banking is 385575. It is valid for 5 Minutes.
NBK Bahrain,21-10-25,2:51:59 PM,Purchase,1.278,COFFEE BLENDS ZONE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 1.278 at COFFEE BLENDS ZONE on 21/10/2025 14:51. Available balance: BHD 343.574. For enquiry 17155555.
NBK Bahrain,22-10-25,1:57:49 AM,OTP,,,,Your OTP for Login to Mobile Banking is 404909. It is valid for 5 Minutes.
NBK Bahrain,22-10-25,4:41:46 AM,Purchase,19.827,URBAN OUTFITTERS -,General,Thank you for using credit card 4285XXX2529 for BHD 19.827 at URBAN OUTFITTERS - on 22/10/2025 04:41. Available balance: BHD 323.747. For enquiry 17155555.
NBK Bahrain,22-10-25,1:23:47 PM,Purchase,2.205,GYOZA FOOD TRUCK -,General,Thank you for using credit card 4285XXX2529 for BHD 2.205 at GYOZA FOOD TRUCK - on 22/10/2025 13:23. Available balance: BHD 321.542. For enquiry 17155555.
NBK Bahrain,22-10-25,2:37:10 PM,Purchase,4.461,LEBANESE RESTAURAN,General,Thank you for using credit card 4285XXX2529 for BHD 4.461 at LEBANESE RESTAURAN on 22/10/2025 14:37. Available balance: BHD 317.081. For enquiry 17155555.
NBK Bahrain,22-10-25,3:55:13 PM,OTP,,,,Your OTP for Login to Mobile Banking is 218490. It is valid for 5 Minutes.
NBK Bahrain,22-10-25,5:16:20 PM,Purchase,11.997,WADI CINEMA CONCES,General,Thank you for using credit card 4285XXX2529 for BHD 11.997 at WADI CINEMA CONCES on 22/10/2025 17:16. Available balance: BHD 305.084. For enquiry 17155555.
NBK Bahrain,23-10-25,2:22:51 AM,Purchase,6.3,TAP PAYMENTS COMPA,General,Thank you for using credit card 4285XXX2529 for BHD 6.300 at TAP PAYMENTS COMPA on 23/10/2025 02:22. Available balance: BHD 298.784. For enquiry 17155555.
NBK Bahrain,23-10-25,9:20:31 AM,Purchase,3.747,AIRALO,General,Thank you for using credit card 4285XXX2529 for BHD 3.747 at AIRALO on 23/10/2025 09:20. Available balance: BHD 295.037. For enquiry 17155555.
NBK Bahrain,23-10-25,9:36:07 AM,Purchase,9.471,Ashas Sweets and N,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 9.471 at Ashas Sweets and N on 23/10/2025 09:36. Available balance: BHD 285.566. For enquiry 17155555.
NBK Bahrain,23-10-25,5:10:05 PM,Purchase,1.793,ALJAZIRA S/MARKET,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 1.793 at ALJAZIRA S/MARKET on 23/10/2025 17:10. Available balance: BHD 283.773. For enquiry 17155555.
NBK Bahrain,23-10-25,7:05:32 PM,Purchase,12.069,TROLLEY MARKET - H,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 12.069 at TROLLEY MARKET - H on 23/10/2025 19:05. Available balance: BHD 271.704. For enquiry 17155555.
NBK Bahrain,23-10-25,7:38:47 PM,Purchase,13.659,AL NAEEM AL AALI R,General,Thank you for using credit card 4285XXX2529 for BHD 13.659 at AL NAEEM AL AALI R on 23/10/2025 19:38. Available balance: BHD 258.045. For enquiry 17155555.
NBK Bahrain,24-10-25,9:36:05 AM,Purchase,6.319,ALOOLA PETROL STAT,General,Thank you for using credit card 4285XXX2529 for BHD 6.319 at ALOOLA PETROL STAT on 24/10/2025 09:36. Available balance: BHD 251.726. For enquiry 17155555.
NBK Bahrain,24-10-25,3:16:53 PM,OTP,,,,Your OTP for Login to Mobile Banking is 753889. It is valid for 5 Minutes.
NBK Bahrain,24-10-25,8:08:22 PM,Purchase,2.788,THE SCALE RESTAURA,General,Thank you for using credit card 4285XXX2529 for BHD 2.788 at THE SCALE RESTAURA on 24/10/2025 20:08. Available balance: BHD 248.938. For enquiry 17155555.
NBK Bahrain,24-10-25,10:30:04 PM,Purchase,16.036,UNITED INSURANCE C,General,Thank you for using credit card 4285XXX2529 for BHD 16.036 at UNITED INSURANCE C on 24/10/2025 22:30. Available balance: BHD 232.902. For enquiry 17155555.
NBK Bahrain,24-10-25,11:19:46 PM,Purchase,1.363,PINKBERRY,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 1.363 at PINKBERRY on 24/10/2025 23:19. Available balance: BHD 231.539. For enquiry 17155555.
NBK Bahrain,25-10-25,5:57:03 AM,Purchase,0.925,TALABAT.COM,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 0.925 at TALABAT.COM on 25/10/2025 05:57. Available balance: BHD 230.614. For enquiry 17155555.
NBK Bahrain,25-10-25,10:48:42 AM,Purchase,2.227,MEGAMART - SANAD,General,Thank you for using credit card 4285XXX2529 for BHD 2.227 at MEGAMART - SANAD on 25/10/2025 10:48. Available balance: BHD 228.387. For enquiry 17155555.
NBK Bahrain,25-10-25,5:06:45 PM,Purchase,14.099,H & M,General,Thank you for using credit card 4285XXX2529 for BHD 14.099 at H & M on 25/10/2025 17:06. Available balance: BHD 214.288. For enquiry 17155555.
NBK Bahrain,25-10-25,6:31:50 PM,OTP,,,,Your OTP for Login to Mobile Banking is 246410. It is valid for 5 Minutes.
NBK Bahrain,26-10-25,8:55:05 AM,OTP,,,,Your OTP for Login to Mobile Banking is 297181. It is valid for 5 Minutes.
NBK Bahrain,26-10-25,3:34:38 PM,Purchase,3.291,CINEMABH,General,Thank you for using credit card 4285XXX2529 for BHD 3.291 at CINEMABH on 26/10/2025 15:34. Available balance: BHD 210.997. For enquiry 17155555.
NBK Bahrain,26-10-25,6:02:38 PM,Purchase,68.664,ALOOLA PETROL STAT,General,Thank you for using credit card 4285XXX2529 for BHD 68.664 at ALOOLA PETROL STAT on 26/10/2025 18:02. Available balance: BHD 2142.333. For enquiry 17155555.
NBK Bahrain,26-10-25,7:02:31 PM,Purchase,17.208,BOOTS,General,Thank you for using credit card 4285XXX2529 for BHD 17.208 at BOOTS on 26/10/2025 19:02. Available balance: BHD 2125.125. For enquiry 17155555.
NBK Bahrain,27-10-25,3:42:44 AM,Purchase,2.554,AL BINDAIRA CAFE W,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 2.554 at AL BINDAIRA CAFE W on 27/10/2025 03:42. Available balance: BHD 2122.571. For enquiry 17155555.
NBK Bahrain,27-10-25,8:18:29 AM,OTP,,,,Your OTP for Login to Mobile Banking is 939532. It is valid for 5 Minutes.
NBK Bahrain,27-10-25,12:56:36 PM,OTP,,,,Your OTP for Login to Mobile Banking is 324129. It is valid for 5 Minutes.
NBK Bahrain,27-10-25,6:11:02 PM,Purchase,3.03,UNITED INSURANCE -,General,Thank you for using credit card 4285XXX2529 for BHD 3.030 at UNITED INSURANCE - on 27/10/2025 18:11. Available balance: BHD 2119.541. For enquiry 17155555.
NBK Bahrain,27-10-25,6:12:22 PM,Purchase,11.303,AL BINDAIRA CAFE W,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 11.303 at AL BINDAIRA CAFE W on 27/10/2025 18:12. Available balance: BHD 2108.238. For enquiry 17155555.
NBK Bahrain,28-10-25,6:52:12 AM,Purchase,9.507,AlJazira. A cashback of BHD 1.270 is credited to your card,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 9.507 at AlJazira. A cashback of BHD 1.270 is credited to your card on 28/10/2025 06:52. Available balance: BHD 2098.731. For enquiry 17155555.
NBK Bahrain,28-10-25,1:48:17 PM,OTP,,,,Your OTP for Login to Mobile Banking is 610843. It is valid for 5 Minutes.
NBK Bahrain,29-10-25,6:37:09 PM,Purchase,9.493,RED BOX COMPANY,General,Thank you for using credit card 4285XXX2529 for BHD 9.493 at RED BOX COMPANY on 29/10/2025 18:37. Available balance: BHD 2089.238. For enquiry 17155555.
NBK Bahrain,29-10-25,9:17:01 PM,Purchase,4.897,FUCOM INTERNATIONA,General,Thank you for using credit card 4285XXX2529 for BHD 4.897 at FUCOM INTERNATIONA on 29/10/2025 21:17. Available balance: BHD 2084.341. For enquiry 17155555.
NBK Bahrain,29-10-25,10:42:37 PM,Purchase,5.436,PAYPAL *MIAOSHIXDJ,General,Thank you for using credit card 4285XXX2529 for BHD 5.436 at PAYPAL *MIAOSHIXDJ on 29/10/2025 22:42. Available balance: BHD 2078.905. For enquiry 17155555.
NBK Bahrain,30-10-25,8:37:35 AM,Purchase,1.733,OAK - RIFFA,General,Thank you for using credit card 4285XXX2529 for BHD 1.733 at OAK - RIFFA on 30/10/2025 08:37. Available balance: BHD 2077.172. For enquiry 17155555.
NBK Bahrain,30-10-25,12:01:44 PM,Purchase,18.072,PAYPAL *STEAM GAME,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 18.072 at PAYPAL *STEAM GAME on 30/10/2025 12:01. Available balance: BHD 2059.100. For enquiry 17155555.
NBK Bahrain,30-10-25,5:17:01 PM,Purchase,7.315,I POINT,General,Thank you for using credit card 4285XXX2529 for BHD 7.315 at I POINT on 30/10/2025 17:17. Available balance: BHD 2051.785. For enquiry 17155555.
NBK Bahrain,30-10-25,7:52:25 PM,Purchase,8.351,I POINT,General,Thank you for using credit card 4285XXX2529 for BHD 8.351 at I POINT on 30/10/2025 19:52. Available balance: BHD 2043.434. For enquiry 17155555.
NBK Bahrain,31-10-25,3:02:40 AM,Purchase,8.452,TAP*Jahez BH,General,Thank you for using credit card 4285XXX2529 for BHD 8.452 at TAP*Jahez BH on 31/10/2025 03:02. Available balance: BHD 2034.982. For enquiry 17155555.
NBK Bahrain,31-10-25,8:42:30 AM,Purchase,4.58,Audible,General,Thank you for using credit card 4285XXX2529 for BHD 4.580 at Audible on 31/10/2025 08:42. Available balance: BHD 2030.402. For enquiry 17155555.
NBK Bahrain,31-10-25,9:57:21 AM,Purchase,9.021,TROLLEY MARKET - H,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 9.021 at TROLLEY MARKET - H on 31/10/2025 09:57. Available balance: BHD 2021.381. For enquiry 17155555.
NBK Bahrain,31-10-25,1:49:59 PM,Purchase,2.854,Meed Dammam 2,General,Thank you for using credit card 4285XXX2529 for BHD 2.854 at Meed Dammam 2 on 31/10/2025 13:49. Available balance: BHD 2018.527. For enquiry 17155555.
NBK Bahrain,01-11-25,12:34:50 PM,Purchase,3.928,ALOSRA,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 3.928 at ALOSRA on 01/11/2025 12:34. Available balance: BHD 2014.599. For enquiry 17155555.
NBK Bahrain,01-11-25,1:09:23 PM,Purchase,8.08,GOOGLE*YOUTUBEPREM,General,Thank you for using credit card 4285XXX2529 for BHD 8.080 at GOOGLE*YOUTUBEPREM on 01/11/2025 13:09. Available balance: BHD 2006.519. For enquiry 17155555.
NBK Bahrain,01-11-25,2:18:59 PM,Purchase,3.688,Kindle Unltd,General,Thank you for using credit card 4285XXX2529 for BHD 3.688 at Kindle Unltd on 01/11/2025 14:18. Available balance: BHD 2002.831. For enquiry 17155555.
NBK Bahrain,02-11-25,12:44:22 AM,Purchase,2.288,ALQALLAF PEST CONT,General,Thank you for using credit card 4285XXX2529 for BHD 2.288 at ALQALLAF PEST CONT on 02/11/2025 00:44. Available balance: BHD 2000.543. For enquiry 17155555.
NBK Bahrain,02-11-25,12:50:34 AM,Purchase,0.688,PAYPAL *OFFGAMERS,General,Thank you for using credit card 4285XXX2529 for BHD 0.688 at PAYPAL *OFFGAMERS on 02/11/2025 00:50. Available balance: BHD 1999.855. For enquiry 17155555.
NBK Bahrain,02-11-25,2:20:54 AM,OTP,,,,Your OTP for Login to Mobile Banking is 361263. It is valid for 5 Minutes.
NBK Bahrain,02-11-25,6:09:14 AM,OTP,,,,Your OTP for Login to Mobile Banking is 198309. It is valid for 5 Minutes.
NBK Bahrain,02-11-25,6:27:14 PM,Purchase,11.816,SALLA APP EST,General,Thank you for using credit card 4285XXX2529 for BHD 11.816 at SALLA APP EST on 02/11/2025 18:27. Available balance: BHD 1988.039. For enquiry 17155555.
NBK Bahrain,02-11-25,6:49:37 PM,Purchase,10.713,Kindle Unltd,General,Thank you for using credit card 4285XXX2529 for BHD 10.713 at Kindle Unltd on 02/11/2025 18:49. Available balance: BHD 1977.326. For enquiry 17155555.
NBK Bahrain,02-11-25,7:46:18 PM,Purchase,3.429,AL NAEEM AL AALI R,General,Thank you for using credit card 4285XXX2529 for BHD 3.429 at AL NAEEM AL AALI R on 02/11/2025 19:46. Available balance: BHD 1973.897. For enquiry 17155555.
NBK Bahrain,03-11-25,12:49:50 AM,Purchase,1.684,I POINT,General,Thank you for using credit card 4285XXX2529 for BHD 1.684 at I POINT on 03/11/2025 00:49. Available balance: BHD 1972.213. For enquiry 17155555.
NBK Bahrain,03-11-25,12:18:02 PM,Purchase,6.439,MARKS & SPENCER,General,Thank you for using credit card 4285XXX2529 for BHD 6.439 at MARKS & SPENCER on 03/11/2025 12:18. Available balance: BHD 1965.774. For enquiry 17155555.
NBK Bahrain,03-11-25,5:59:33 PM,OTP,,,,Your OTP for Login to Mobile Banking is 297223. It is valid for 5 Minutes.
NBK Bahrain,03-11-25,6:16:15 PM,Purchase,17.546,OLYMPIA,General,Thank you for using credit card 4285XXX2529 for BHD 17.546 at OLYMPIA on 03/11/2025 18:16. Available balance: BHD 1948.228. For enquiry 17155555.
NBK Bahrain,03-11-25,9:20:10 PM,OTP,,,,Your OTP for Login to Mobile Banking is 924433. It is valid for 5 Minutes.
NBK Bahrain,03-11-25,9:33:24 PM,Purchase,0.792,BREWED COFFEE BY M,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 0.792 at BREWED COFFEE BY M on 03/11/2025 21:33. Available balance: BHD 1947.436. For enquiry 17155555.
NBK Bahrain,04-11-25,1:46:31 AM,Purchase,4.736,National Parking C,General,Thank you for using credit card 4285XXX2529 for BHD 4.736 at National Parking C on 04/11/2025 01:46. Available balance: BHD 1942.700. For enquiry 17155555.
NBK Bahrain,04-11-25,9:16:31 AM,Purchase,8.07,JASMIS - SEEF MALL,General,Thank you for using credit card 4285XXX2529 for BHD 8.070 at JASMIS - SEEF MALL on 04/11/2025 09:16. Available balance: BHD 1934.630. For enquiry 17155555.
NBK Bahrain,04-11-25,7:07:42 PM,Purchase,4.29,FOUR SEASONS - FRO,General,Thank you for using credit card 4285XXX2529 for BHD 4.290 at FOUR SEASONS - FRO on 04/11/2025 19:07. Available balance: BHD 1930.340. For enquiry 17155555.
NBK Bahrain,05-11-25,2:15:51 AM,Purchase,2.372,CROCS,General,Thank you for using credit card 4285XXX2529 for BHD 2.372 at CROCS on 05/11/2025 02:15. Available balance: BHD 1927.968. For enquiry 17155555.
NBK Bahrain,05-11-25,12:04:08 PM,OTP,,,,Your OTP for Login to Mobile Banking is 921720. It is valid for 5 Minutes.
NBK Bahrain,06-11-25,8:39:49 AM,Purchase,14.69,CROCS,General,Thank you for using credit card 4285XXX2529 for BHD 14.690 at CROCS on 06/11/2025 08:39. Available balance: BHD 1913.278. For enquiry 17155555.
NBK Bahrain,06-11-25,11:32:47 AM,Purchase,7.535,FOODS AT HOME WLL,General,Thank you for using credit card 4285XXX2529 for BHD 7.535 at FOODS AT HOME WLL on 06/11/2025 11:32. Available balance: BHD 1905.743. For enquiry 17155555.
NBK Bahrain,06-11-25,1:17:18 PM,Purchase,36.774,PAYPAL *SHOPIFY,General,Thank you for using credit card 4285XXX2529 for BHD 36.774 at PAYPAL *SHOPIFY on 06/11/2025 13:17. Available balance: BHD 1868.969. For enquiry 17155555.
NBK Bahrain,06-11-25,10:42:08 PM,Purchase,2.308,TROLLEY MARKET - A,Shopping/Grocery,Thank you for using credit card 4285XXX2529 for BHD 2.308 at TROLLEY MARKET - A on 06/11/2025 22:42. Available balance: BHD 1866.661. For enquiry 17155555.
NBK Bahrain,07-11-25,5:35:27 AM,Purchase,13.221,AL LIWAN CINEMA WL,General,Thank you for using credit card 4285XXX2529 for BHD 13.221 at AL LIWAN CINEMA WL on 07/11/2025 05:35. Available balance: BHD 1853.440. For enquiry 17155555.
NBK Bahrain,07-11-25,7:26:19 AM,Purchase,0.724,AL NAEEM AL AALI R,General,Thank you for using credit card 4285XXX2529 for BHD 0.724 at AL NAEEM AL AALI R on 07/11/2025 07:26. Available balance: BHD 1852.716. For enquiry 17155555.
NBK Bahrain,07-11-25,12:33:19 PM,Purchase,2.083,PINKBERRY,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 2.083 at PINKBERRY on 07/11/2025 12:33. Available balance: BHD 1850.633. For enquiry 17155555.
NBK Bahrain,07-11-25,2:01:38 PM,OTP,,,,Your OTP for Login to Mobile Banking is 288172. It is valid for 5 Minutes.
NBK Bahrain,07-11-25,4:25:41 PM,Purchase,10.344,OKAY PETROL STATIO,General,Thank you for using credit card 4285XXX2529 for BHD 10.344 at OKAY PETROL STATIO on 07/11/2025 16:25. Available balance: BHD 1840.289. For enquiry 17155555.
NBK Bahrain,08-11-25,4:20:31 AM,Purchase,8.024,SCOOP CREAMERY FOR,General,Thank you for using credit card 4285XXX2529 for BHD 8.024 at SCOOP CREAMERY FOR on 08/11/2025 04:20. Available balance: BHD 1832.265. For enquiry 17155555.
NBK Bahrain,08-11-25,2:31:12 PM,Purchase,8.9,AL BINDAIRA CAFE W,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 8.900 at AL BINDAIRA CAFE W on 08/11/2025 14:31. Available balance: BHD 1823.365. For enquiry 17155555.
NBK Bahrain,10-11-25,2:39:14 AM,Purchase,13.536,CHWEIHA CAFE,Food & Beverages,Thank you for using credit card 4285XXX2529 for BHD 13.536 at CHWEIHA CAFE on 10/11/2025 02:39. Available balance: BHD 1809.829. For enquiry 17155555.
